station,system,subsystem,schedule_name,total_pm,on_time,late,avg_days_late,compliance_pct
AZU7,TELECOM,SMPS,HALF YEARLY,6,6,0,-74.0,100.0
AZU7,TELECOM,SMPS,MONTHLY,33,19,14,0.7,57.6
AZU7,TELECOM,TER ROOM,MONTHLY,1,1,0,1.0,100.0
AZU7,TELECOM,UPS,HALF YEARLY,6,6,0,-170.5,100.0
AZU7,TELECOM,UPS,MONTHLY,18,9,9,24.7,50.0
AZU7,TELECOM,UPS,YEARLY,2,2,0,-272.0,100.0
BACH,AFC,AFC ROUTER,QUARTERLY,3,1,2,63.0,33.3
BACH,AFC,AFC SWITCH,QUARTERLY,14,5,9,8.4,35.7
BACH,AFC,AVM,MONTHLY,4,0,4,43.0,0.0
BACH,AFC,EMERGENCY SWITCH,MONTHLY,2,0,2,43.0,0.0
BACH,AFC,GATE,MONTHLY,198,121,77,-2.0,61.1
BACH,AFC,RCTM,BI-WEEKLY,27,20,7,3.0,74.1
BACH,AFC,RCTM,MONTHLY,15,11,4,1.3,73.3
BACH,AFC,SC,HALF YEARLY,2,1,1,-12.0,50.0
BACH,AFC,SWING BARRIER,MONTHLY,1,0,1,43.0,0.0
BACH,AFC,TOM,QUARTERLY,25,15,10,1.8,60.0
BACH,AFC,TVM,BI-WEEKLY,108,80,28,4.0,74.1
BACH,AFC,TVM,MONTHLY,64,48,16,0.7,75.0
BACH,TELECOM,CCTV,QUARTERLY,359,220,139,3.3,61.3
BACH,TELECOM,CLOCK,HALF YEARLY,2,0,2,29.0,0.0
BACH,TELECOM,CLOCK,QUARTERLY,102,65,37,4.3,63.7
BACH,TELECOM,EARTH PIT,QUARTERLY,10,4,6,8.2,40.0
BACH,TELECOM,EARTH PIT,YEARLY,4,2,2,-176.5,50.0
BACH,TELECOM,EPABX,HALF YEARLY,1,0,1,29.0,0.0
BACH,TELECOM,EPABX,MONTHLY,68,40,28,-0.4,58.8
BACH,TELECOM,EPABX,QUARTERLY,3,0,3,42.3,0.0
BACH,TELECOM,PAS/PIDS,HALF YEARLY,8,0,8,29.0,0.0
BACH,TELECOM,PAS/PIDS,MONTHLY,2,0,2,55.0,0.0
BACH,TELECOM,PAS/PIDS,QUARTERLY,1118,672,446,5.2,60.1
BACH,TELECOM,RADIO,MONTHLY,17,10,7,-0.4,58.8
BACH,TELECOM,SDH/MPLS,QUARTERLY,2,0,2,46.0,0.0
BACH,TELECOM,SMPS,HALF YEARLY,2,0,2,51.0,0.0
BACH,TELECOM,SMPS,MONTHLY,34,20,14,-0.4,58.8
BACH,TELECOM,UPS,HALF YEARLY,2,2,0,-96.0,100.0
BACH,TELECOM,UPS,MONTHLY,34,20,14,-0.4,58.8
BAPU,AFC,AFC ROUTER,QUARTERLY,5,3,2,-6.0,60.0
BAPU,AFC,AFC SWITCH,QUARTERLY,24,21,3,-34.6,87.5
BAPU,AFC,AVM,MONTHLY,56,32,24,1.5,57.1
BAPU,AFC,EC,QUARTERLY,28,28,0,-31.8,100.0
BAPU,AFC,EFO,QUARTERLY,15,13,2,-32.9,86.7
BAPU,AFC,EMERGENCY SWITCH,MONTHLY,16,12,4,-1.1,75.0
BAPU,AFC,GATE,MONTHLY,225,135,90,0.7,60.0
BAPU,AFC,SC,HALF YEARLY,2,1,1,9.5,50.0
BAPU,AFC,SWING BARRIER,MONTHLY,16,12,4,-1.1,75.0
BAPU,AFC,TOM,QUARTERLY,48,42,6,-32.0,87.5
BAPU,AFC,TVM,BI-WEEKLY,111,88,23,4.4,79.3
BAPU,AFC,TVM,MONTHLY,63,52,11,0.7,82.5
BAPU,IT,IT SWITCH,QUARTERLY,1,0,1,14.0,0.0
BAPU,TELECOM,CCTV,HALF YEARLY,72,46,26,-26.4,63.9
BAPU,TELECOM,CCTV,QUARTERLY,289,193,96,-4.8,66.8
BAPU,TELECOM,CLOCK,HALF YEARLY,2,2,0,-31.0,100.0
BAPU,TELECOM,CLOCK,QUARTERLY,111,74,37,-1.5,66.7
BAPU,TELECOM,EARTH PIT,QUARTERLY,10,4,6,8.4,40.0
BAPU,TELECOM,EARTH PIT,YEARLY,2,0,2,13.0,0.0
BAPU,TELECOM,EPABX,HALF YEARLY,2,1,1,8.5,50.0
BAPU,TELECOM,EPABX,MONTHLY,65,41,24,-0.2,63.1
BAPU,TELECOM,EPABX,QUARTERLY,5,3,2,-2.8,60.0
BAPU,TELECOM,PAS/PIDS,HALF YEARLY,23,15,8,-16.7,65.2
BAPU,TELECOM,PAS/PIDS,QUARTERLY,854,580,274,-1.7,67.9
BAPU,TELECOM,RADIO,MONTHLY,48,30,18,0.1,62.5
BAPU,TELECOM,SDH/MPLS,HALF YEARLY,4,4,0,-24.5,100.0
BAPU,TELECOM,SDH/MPLS,QUARTERLY,6,4,2,-0.7,66.7
BAPU,TELECOM,SMPS,HALF YEARLY,2,2,0,-20.0,100.0
BAPU,TELECOM,SMPS,MONTHLY,32,18,14,1.2,56.2
BAPU,TELECOM,TELE ROUTER,HALF YEARLY,4,0,4,8.5,0.0
BAPU,TELECOM,TELE ROUTER,QUARTERLY,10,6,4,-2.8,60.0
BAPU,TELECOM,TELE SWITCH,HALF YEARLY,4,0,4,8.5,0.0
BAPU,TELECOM,TELE SWITCH,QUARTERLY,10,6,4,-2.8,60.0
BCC Shastri Park,IT,IT SWITCH,QUARTERLY,12,8,4,-40.6,66.7
BCC Shastri Park,TELECOM,CCTV,HALF YEARLY,16,16,0,-180.0,100.0
BCC Shastri Park,TELECOM,CCTV,QUARTERLY,70,16,54,55.6,22.9
BCC Shastri Park,TELECOM,CLOCK,MONTHLY,56,32,24,3.0,57.1
BCC Shastri Park,TELECOM,EPABX,QUARTERLY,622,460,162,-11.7,74.0
BCC Shastri Park,TELECOM,EPABX,YEARLY,11,11,0,-364.0,100.0
BCC Shastri Park,TELECOM,NETWORKING,QUARTERLY,22,21,1,-8.6,95.5
BCC Shastri Park,TELECOM,NETWORKING,YEARLY,6,6,0,-256.0,100.0
BCC Shastri Park,TELECOM,PAS/PIDS,MONTHLY,123,51,72,8.7,41.5
BCC Shastri Park,TELECOM,PAS/PIDS,YEARLY,2,2,0,-344.0,100.0
BCC Shastri Park,TELECOM,RADIO,QUARTERLY,20,20,0,-90.0,100.0
BCC Shastri Park,TELECOM,SDH/MPLS,HALF YEARLY,7,7,0,-150.9,100.0
BCC Shastri Park,TELECOM,SDH/MPLS,MONTHLY,96,47,49,11.6,49.0
BCC Shastri Park,TELECOM,SDH/MPLS,QUARTERLY,1,1,0,-89.0,100.0
BCC Shastri Park,TELECOM,SMPS,HALF YEARLY,8,8,0,-81.5,100.0
BCC Shastri Park,TELECOM,SMPS,MONTHLY,25,11,14,3.8,44.0
BCC Shastri Park,TELECOM,SMPS,YEARLY,2,2,0,-364.0,100.0
BCC Shastri Park,TELECOM,UPS,HALF YEARLY,3,1,2,3.3,33.3
BCC Shastri Park,TELECOM,UPS,MONTHLY,2,0,2,77.0,0.0
BCGN3,AFC,AVM,MONTHLY,2,2,0,-30.0,100.0
BCGN3,TELECOM,CCTV,QUARTERLY,96,60,36,24.5,62.5
BCGN3,TELECOM,CLOCK,QUARTERLY,13,7,6,24.6,53.8
BCGN3,TELECOM,EPABX,MONTHLY,5,0,5,152.0,0.0
BCGN3,TELECOM,EPABX,QUARTERLY,7,6,1,-54.6,85.7
BCGN3,TELECOM,NETWORKING,QUARTERLY,2,1,1,10.5,50.0
BCGN3,TELECOM,PAS/PIDS,HALF YEARLY,19,11,8,-6.9,57.9
BCGN3,TELECOM,PAS/PIDS,MONTHLY,152,0,152,107.7,0.0
BCGN3,TELECOM,PAS/PIDS,QUARTERLY,828,565,263,-37.9,68.2
BCGN3,TELECOM,PAS/PIDS,YEARLY,20,11,9,-179.2,55.0
BCGN3,TELECOM,RADIO,MONTHLY,1,0,1,23.0,0.0
BCGN3,TELECOM,SMPS,MONTHLY,24,12,12,4.2,50.0
BCGN3,TELECOM,UPS,HALF YEARLY,4,4,0,-146.5,100.0
BCGN3,TELECOM,UPS,MONTHLY,22,8,14,13.7,36.4
BCGN8,AFC,AFC ROUTER,QUARTERLY,2,0,2,86.0,0.0
BCGN8,AFC,AFC SWITCH,QUARTERLY,5,0,5,38.8,0.0
BCGN8,AFC,AVM,MONTHLY,42,14,28,12.3,33.3
BCGN8,AFC,EFO,QUARTERLY,16,8,8,6.8,50.0
BCGN8,AFC,GATE,MONTHLY,334,168,166,0.8,50.3
BCGN8,AFC,RCTM,BI-WEEKLY,24,11,13,5.1,45.8
BCGN8,AFC,RCTM,MONTHLY,12,7,5,8.2,58.3
BCGN8,AFC,SCVM,BI-WEEKLY,18,5,13,11.5,27.8
BCGN8,AFC,SCVM,MONTHLY,13,7,6,5.3,53.8
BCGN8,AFC,SWING BARRIER,MONTHLY,19,6,13,19.6,31.6
BCGN8,AFC,TOM,QUARTERLY,15,5,10,16.3,33.3
BCGN8,AFC,TVM,BI-WEEKLY,76,24,52,10.2,31.6
BCGN8,AFC,TVM,MONTHLY,56,32,24,2.8,57.1
BCGN8,TELECOM,CCTV,HALF YEARLY,2,2,0,-155.0,100.0
BCGN8,TELECOM,CCTV,MONTHLY,7,7,0,-30.0,100.0
BCGN8,TELECOM,CCTV,QUARTERLY,389,301,88,-26.6,77.4
BCGN8,TELECOM,CLOCK,QUARTERLY,37,29,8,-52.4,78.4
BCGN8,TELECOM,EARTH PIT,QUARTERLY,6,4,2,-47.7,66.7
BCGN8,TELECOM,EPABX,HALF YEARLY,1,1,0,-120.0,100.0
BCGN8,TELECOM,EPABX,MONTHLY,48,10,38,68.9,20.8
BCGN8,TELECOM,EPABX,QUARTERLY,15,13,2,-57.7,86.7
BCGN8,TELECOM,EPABX,YEARLY,5,5,0,-365.0,100.0
BCGN8,TELECOM,PAS/PIDS,HALF YEARLY,51,44,7,-154.2,86.3
BCGN8,TELECOM,PAS/PIDS,MONTHLY,467,300,167,12.4,64.2
BCGN8,TELECOM,PAS/PIDS,QUARTERLY,409,347,62,-53.9,84.8
BCGN8,TELECOM,RADIO,MONTHLY,13,5,8,6.2,38.5
BCGN8,TELECOM,SDH/MPLS,HALF YEARLY,2,2,0,-85.5,100.0
BCGN8,TELECOM,SDH/MPLS,MONTHLY,2,0,2,39.5,0.0
BCGN8,TELECOM,SDH/MPLS,QUARTERLY,2,1,1,-5.5,50.0
BCGN8,TELECOM,SMPS,MONTHLY,28,16,12,2.4,57.1
BCGN8,TELECOM,TER ROOM,MONTHLY,1,0,1,11.0,0.0
BGDT,IT,IT SWITCH,HALF YEARLY,9,6,3,-26.8,66.7
BGDT,IT,IT SWITCH,QUARTERLY,22,13,9,-6.0,59.1
BGDT,TELECOM,CCTV,HALF YEARLY,5,5,0,-4.0,100.0
BGDT,TELECOM,CCTV,QUARTERLY,84,45,39,5.7,53.6
BGDT,TELECOM,CLOCK,HALF YEARLY,1,1,0,-20.0,100.0
BGDT,TELECOM,CLOCK,QUARTERLY,44,33,11,-8.4,75.0
BGDT,TELECOM,EARTH PIT,QUARTERLY,4,4,0,2.5,100.0
BGDT,TELECOM,EPABX,HALF YEARLY,2,1,1,19.5,50.0
BGDT,TELECOM,EPABX,QUARTERLY,5,5,0,-50.6,100.0
BGDT,TELECOM,PAS/PIDS,HALF YEARLY,13,13,0,-8.0,100.0
BGDT,TELECOM,PAS/PIDS,MONTHLY,15,10,5,-3.5,66.7
BGDT,TELECOM,PAS/PIDS,QUARTERLY,142,89,53,12.8,62.7
BGDT,TELECOM,PEST CONTROL,MONTHLY,7,4,3,0.6,57.1
BGDT,TELECOM,RADIO,MONTHLY,11,8,3,-0.9,72.7
BGDT,TELECOM,SDH/MPLS,HALF YEARLY,1,0,1,36.0,0.0
BGDT,TELECOM,SDH/MPLS,QUARTERLY,3,3,0,-26.3,100.0
BGDT,TELECOM,SMPS,HALF YEARLY,2,0,2,57.0,0.0
BGDT,TELECOM,SMPS,MONTHLY,16,12,4,-1.0,75.0
BIMR,AFC,AFC ROUTER,QUARTERLY,1,0,1,65.0,0.0
BIMR,AFC,AFC SWITCH,QUARTERLY,5,4,1,19.4,80.0
BIMR,AFC,AVM,MONTHLY,30,12,18,13.5,40.0
BIMR,AFC,EC,HALF YEARLY,3,0,3,114.0,0.0
BIMR,AFC,EC,QUARTERLY,9,4,5,-0.1,44.4
BIMR,AFC,EFO,QUARTERLY,6,1,5,37.3,16.7
BIMR,AFC,EMERGENCY SWITCH,MONTHLY,6,2,4,50.2,33.3
BIMR,AFC,GATE,MONTHLY,97,54,43,2.1,55.7
BIMR,AFC,RCTM,MONTHLY,3,1,2,88.0,33.3
BIMR,AFC,SC,HALF YEARLY,1,0,1,87.0,0.0
BIMR,AFC,SWING BARRIER,MONTHLY,3,1,2,49.7,33.3
BIMR,AFC,TOM,QUARTERLY,3,0,3,41.0,0.0
BIMR,AFC,TVM,BI-WEEKLY,12,3,9,16.5,25.0
BIMR,AFC,TVM,MONTHLY,36,27,9,2.6,75.0
BIMR,TELECOM,CCTV,HALF YEARLY,69,1,68,37.1,1.4
BIMR,TELECOM,CCTV,QUARTERLY,777,771,6,-52.7,99.2
BIMR,TELECOM,CLOCK,HALF YEARLY,1,0,1,37.0,0.0
BIMR,TELECOM,CLOCK,QUARTERLY,98,77,21,-9.3,78.6
BIMR,TELECOM,EPABX,HALF YEARLY,2,2,0,-103.0,100.0
BIMR,TELECOM,EPABX,MONTHLY,1,0,1,96.0,0.0
BIMR,TELECOM,EPABX,QUARTERLY,3,2,1,3.0,66.7
BIMR,TELECOM,PAS/PIDS,HALF YEARLY,38,21,17,-46.2,55.3
BIMR,TELECOM,PAS/PIDS,MONTHLY,1175,542,633,7.3,46.1
BIMR,TELECOM,PAS/PIDS,QUARTERLY,244,201,43,-29.3,82.4
BIMR,TELECOM,RADIO,MONTHLY,18,11,7,-3.3,61.1
BIMR,TELECOM,SDH/MPLS,HALF YEARLY,1,1,0,-95.0,100.0
BIMR,TELECOM,SDH/MPLS,QUARTERLY,5,4,1,-39.4,80.0
BIMR,TELECOM,SMPS,HALF YEARLY,4,2,2,-51.0,50.0
BIMR,TELECOM,SMPS,MONTHLY,36,22,14,-2.0,61.1
BIMR,TELECOM,UPS,HALF YEARLY,6,5,1,-117.2,83.3
BIMR,TELECOM,UPS,MONTHLY,34,24,10,-1.4,70.6
BJPU,AFC,AFC SWITCH,QUARTERLY,2,2,0,-87.0,100.0
BJPU,AFC,CSM,MONTHLY,2,0,2,8.0,0.0
BJPU,AFC,GATE,MONTHLY,6,0,6,8.0,0.0
BJPU,AFC,SWING BARRIER,MONTHLY,1,0,1,8.0,0.0
BJPU,TELECOM,CCTV,QUARTERLY,25,25,0,-52.0,100.0
BJPU,TELECOM,CLOCK,QUARTERLY,1,1,0,-52.0,100.0
BKCP,AFC,AFC ROUTER,QUARTERLY,3,2,1,-16.7,66.7
BKCP,AFC,AFC SWITCH,QUARTERLY,17,4,13,31.9,23.5
BKCP,AFC,AVM,MONTHLY,19,10,9,10.4,52.6
BKCP,AFC,EC,QUARTERLY,12,8,4,30.3,66.7
BKCP,AFC,EFO,QUARTERLY,8,6,2,22.0,75.0
BKCP,AFC,EMERGENCY SWITCH,MONTHLY,6,1,5,116.5,16.7
BKCP,AFC,GATE,MONTHLY,362,193,169,3.4,53.3
BKCP,AFC,RCTM,BI-WEEKLY,68,52,16,0.7,76.5
BKCP,AFC,RCTM,MONTHLY,13,11,2,-3.7,84.6
BKCP,AFC,SC,HALF YEARLY,1,0,1,66.0,0.0
BKCP,AFC,SWING BARRIER,MONTHLY,14,5,9,29.1,35.7
BKCP,AFC,TOM,QUARTERLY,7,5,2,33.0,71.4
BKCP,AFC,TVM,BI-WEEKLY,324,244,80,1.5,75.3
BKCP,AFC,TVM,MONTHLY,80,56,24,24.6,70.0
BKCP,TELECOM,CCTV,HALF YEARLY,33,20,13,-14.9,60.6
BKCP,TELECOM,CCTV,QUARTERLY,417,353,64,-26.4,84.7
BKCP,TELECOM,CCTV,YEARLY,1,1,0,-365.0,100.0
BKCP,TELECOM,CLOCK,QUARTERLY,65,59,6,-38.1,90.8
BKCP,TELECOM,EPABX,MONTHLY,30,18,12,1.6,60.0
BKCP,TELECOM,EPABX,QUARTERLY,31,13,18,23.4,41.9
BKCP,TELECOM,PAS/PIDS,HALF YEARLY,42,0,42,112.0,0.0
BKCP,TELECOM,PAS/PIDS,MONTHLY,44,11,33,201.0,25.0
BKCP,TELECOM,PAS/PIDS,QUARTERLY,609,457,152,-15.6,75.0
BKCP,TELECOM,RADIO,MONTHLY,29,20,9,15.2,69.0
BKCP,TELECOM,SDH/MPLS,QUARTERLY,3,2,1,0.7,66.7
BKCP,TELECOM,SMPS,HALF YEARLY,6,6,0,-58.7,100.0
BKCP,TELECOM,SMPS,MONTHLY,23,13,10,10.8,56.5
BKCP,TELECOM,SMPS,YEARLY,2,2,0,-345.0,100.0
BKCP,TELECOM,UPS,HALF YEARLY,7,7,0,-153.9,100.0
BKCP,TELECOM,UPS,MONTHLY,5,1,4,61.2,20.0
BKMR,AFC,AFC SWITCH,QUARTERLY,3,3,0,-63.0,100.0
BKMR,AFC,AVM,MONTHLY,32,16,16,22.5,50.0
BKMR,AFC,EC,QUARTERLY,8,4,4,-14.0,50.0
BKMR,AFC,EFO,QUARTERLY,6,0,6,58.0,0.0
BKMR,AFC,EMERGENCY SWITCH,MONTHLY,14,6,8,6.9,42.9
BKMR,AFC,GATE,MONTHLY,161,98,63,-0.6,60.9
BKMR,AFC,RCTM,BI-WEEKLY,27,18,9,3.2,66.7
BKMR,AFC,RCTM,MONTHLY,14,10,4,2.7,71.4
BKMR,AFC,SWING BARRIER,MONTHLY,1,0,1,231.0,0.0
BKMR,AFC,TOM,QUARTERLY,12,3,9,21.0,25.0
BKMR,AFC,TVM,BI-WEEKLY,56,38,18,3.0,67.9
BKMR,AFC,TVM,MONTHLY,30,22,8,1.4,73.3
BKMR,TELECOM,CCTV,HALF YEARLY,4,0,4,6.0,0.0
BKMR,TELECOM,CCTV,QUARTERLY,292,224,68,-12.9,76.7
BKMR,TELECOM,CLOCK,QUARTERLY,81,52,29,-7.2,64.2
BKMR,TELECOM,EARTH PIT,QUARTERLY,8,2,6,32.8,25.0
BKMR,TELECOM,EARTH PIT,YEARLY,2,0,2,12.0,0.0
BKMR,TELECOM,EPABX,MONTHLY,69,40,29,-1.4,58.0
BKMR,TELECOM,EPABX,QUARTERLY,4,2,2,4.5,50.0
BKMR,TELECOM,PAS/PIDS,HALF YEARLY,9,6,3,-44.0,66.7
BKMR,TELECOM,PAS/PIDS,QUARTERLY,1263,992,271,-21.3,78.5
BKMR,TELECOM,RADIO,MONTHLY,18,10,8,-0.8,55.6
BKMR,TELECOM,RADIO,QUARTERLY,1,0,1,60.0,0.0
BKMR,TELECOM,SDH/MPLS,QUARTERLY,2,1,1,39.5,50.0
BKMR,TELECOM,SMPS,HALF YEARLY,2,2,0,-17.0,100.0
BKMR,TELECOM,SMPS,MONTHLY,38,24,14,-2.3,63.2
BKMR,TELECOM,UPS,MONTHLY,35,19,16,0.5,54.3
BLSW,AFC,TIM,BI-WEEKLY,6,3,3,-4.5,50.0
BRKR,AFC,AFC SWITCH,QUARTERLY,4,0,4,50.0,0.0
BRKR,AFC,AVM,MONTHLY,18,6,12,19.7,33.3
BRKR,AFC,EC,QUARTERLY,8,8,0,-32.2,100.0
BRKR,AFC,EMERGENCY SWITCH,MONTHLY,2,0,2,54.0,0.0
BRKR,AFC,GATE,MONTHLY,315,142,173,16.7,45.1
BRKR,AFC,SWING BARRIER,MONTHLY,4,0,4,44.5,0.0
BRKR,AFC,TOM,QUARTERLY,13,9,4,18.0,69.2
BRKR,AFC,TVM,BI-WEEKLY,160,104,56,8.3,65.0
BRKR,AFC,TVM,MONTHLY,75,35,40,24.5,46.7
BRKR,TELECOM,CCTV,QUARTERLY,185,144,41,5.8,77.8
BRKR,TELECOM,CLOCK,QUARTERLY,86,62,24,-33.2,72.1
BRKR,TELECOM,EPABX,QUARTERLY,32,23,9,11.2,71.9
BRKR,TELECOM,EPABX,YEARLY,1,0,1,6.0,0.0
BRKR,TELECOM,NETWORKING,QUARTERLY,4,2,2,37.0,50.0
BRKR,TELECOM,PAS/PIDS,HALF YEARLY,21,14,7,-67.7,66.7
BRKR,TELECOM,PAS/PIDS,MONTHLY,278,1,277,154.9,0.4
BRKR,TELECOM,PAS/PIDS,QUARTERLY,897,532,365,58.3,59.3
BRKR,TELECOM,PAS/PIDS,YEARLY,2,2,0,-36.0,100.0
BRKR,TELECOM,RADIO,MONTHLY,10,6,4,13.7,60.0
BRKR,TELECOM,SDH/MPLS,QUARTERLY,1,0,1,92.0,0.0
BRKR,TELECOM,SMPS,MONTHLY,28,20,8,1.9,71.4
BRKR,TELECOM,TELE SWITCH,QUARTERLY,2,0,2,261.0,0.0
BURI,AFC,AFC SWITCH,QUARTERLY,3,3,0,-68.0,100.0
BURI,AFC,CSM,MONTHLY,2,2,0,-8.0,100.0
BURI,AFC,EFO,QUARTERLY,4,3,1,-43.2,75.0
BURI,AFC,GATE,MONTHLY,10,5,5,63.5,50.0
BURI,AFC,SWING BARRIER,MONTHLY,1,1,0,-8.0,100.0
BURI,AFC,TIM,BI-WEEKLY,4,4,0,1.5,100.0
BURI,AFC,TOM,QUARTERLY,3,2,1,-27.7,66.7
BURI,TELECOM,TER ROOM,MONTHLY,1,1,0,-3.0,100.0
BUSS,AFC,AVM,MONTHLY,4,0,4,21.0,0.0
BUSS,AFC,EC,QUARTERLY,4,4,0,-75.8,100.0
BUSS,AFC,EFO,QUARTERLY,6,6,0,-43.0,100.0
BUSS,AFC,EMERGENCY SWITCH,MONTHLY,2,0,2,21.0,0.0
BUSS,AFC,GATE,MONTHLY,63,33,30,9.4,52.4
BUSS,AFC,RCTM,MONTHLY,8,7,1,-3.8,87.5
BUSS,AFC,TOM,QUARTERLY,6,6,0,-43.0,100.0
BUSS,AFC,TVM,MONTHLY,35,25,10,0.0,71.4
BUSS,TELECOM,CCTV,QUARTERLY,70,44,26,3.9,62.9
BUSS,TELECOM,CLOCK,QUARTERLY,7,4,3,5.1,57.1
BUSS,TELECOM,EARTH PIT,QUARTERLY,2,2,0,-23.0,100.0
BUSS,TELECOM,EPABX,HALF YEARLY,1,1,0,-22.0,100.0
BUSS,TELECOM,EPABX,MONTHLY,14,10,4,-8.7,71.4
BUSS,TELECOM,EPABX,QUARTERLY,5,5,0,-61.6,100.0
BUSS,TELECOM,PAS/PIDS,HALF YEARLY,2,2,0,-74.0,100.0
BUSS,TELECOM,PAS/PIDS,QUARTERLY,103,72,31,0.3,69.9
BUSS,TELECOM,PEST CONTROL,MONTHLY,4,3,1,-7.5,75.0
BUSS,TELECOM,RADIO,MONTHLY,4,3,1,-7.5,75.0
BUSS,TELECOM,SDH/MPLS,HALF YEARLY,1,1,0,-22.0,100.0
BUSS,TELECOM,SDH/MPLS,QUARTERLY,2,1,1,-19.5,50.0
BUSS,TELECOM,SMPS,HALF YEARLY,2,2,0,-39.0,100.0
BUSS,TELECOM,SMPS,MONTHLY,15,11,4,-4.1,73.3
BUSS,TELECOM,UPS,MONTHLY,4,0,4,41.8,0.0
CDLI,AFC,AVM,MONTHLY,34,10,24,23.3,29.4
CDLI,AFC,EFO,QUARTERLY,8,4,4,21.0,50.0
CDLI,AFC,GATE,MONTHLY,162,75,87,15.5,46.3
CDLI,AFC,RCTM,BI-WEEKLY,33,10,23,13.6,30.3
CDLI,AFC,RCTM,MONTHLY,23,14,9,9.7,60.9
CDLI,AFC,SWING BARRIER,MONTHLY,8,4,4,65.8,50.0
CDLI,AFC,TOM,QUARTERLY,10,6,4,-1.2,60.0
CDLI,AFC,TVM,BI-WEEKLY,120,27,93,20.2,22.5
CDLI,AFC,TVM,MONTHLY,118,63,55,4.8,53.4
CDLI,TELECOM,CCTV,QUARTERLY,150,100,50,-15.2,66.7
CDLI,TELECOM,EPABX,HALF YEARLY,1,1,0,-26.0,100.0
CDLI,TELECOM,EPABX,MONTHLY,10,0,10,142.5,0.0
CDLI,TELECOM,EPABX,QUARTERLY,17,12,5,45.6,70.6
CDLI,TELECOM,PAS/PIDS,MONTHLY,8,2,6,58.6,25.0
CDLI,TELECOM,RADIO,MONTHLY,6,2,4,30.5,33.3
CDLI,TELECOM,SDH/MPLS,HALF YEARLY,2,2,0,-72.0,100.0
CDLI,TELECOM,SDH/MPLS,QUARTERLY,3,3,0,-38.7,100.0
CDLI,TELECOM,SMPS,MONTHLY,20,8,12,8.6,40.0
CDLI,TELECOM,UPS,HALF YEARLY,3,3,0,-125.0,100.0
CDLI,TELECOM,UPS,MONTHLY,2,0,2,121.0,0.0
CHTP,AFC,AFC ROUTER,QUARTERLY,1,0,1,258.0,0.0
CHTP,AFC,AFC SWITCH,QUARTERLY,26,23,3,-37.7,88.5
CHTP,AFC,AVM,MONTHLY,114,65,49,0.7,57.0
CHTP,AFC,EC,QUARTERLY,25,23,2,-25.2,92.0
CHTP,AFC,EFO,QUARTERLY,26,26,0,-51.5,100.0
CHTP,AFC,EMERGENCY SWITCH,MONTHLY,16,5,11,9.8,31.2
CHTP,AFC,GATE,MONTHLY,237,76,161,10.1,32.1
CHTP,AFC,SC,HALF YEARLY,1,0,1,70.0,0.0
CHTP,AFC,SWING BARRIER,MONTHLY,22,7,15,15.5,31.8
CHTP,AFC,TOM,QUARTERLY,28,28,0,-27.0,100.0
CHTP,AFC,TVM,MONTHLY,36,27,9,2.1,75.0
CHTP,TELECOM,CCTV,HALF YEARLY,2,0,2,78.0,0.0
CHTP,TELECOM,CCTV,QUARTERLY,237,160,77,8.5,67.5
CHTP,TELECOM,CCTV,YEARLY,2,2,0,-252.0,100.0
CHTP,TELECOM,CLOCK,QUARTERLY,46,35,11,-9.6,76.1
CHTP,TELECOM,EPABX,MONTHLY,52,20,32,8.5,38.5
CHTP,TELECOM,EPABX,QUARTERLY,10,9,1,-50.5,90.0
CHTP,TELECOM,PAS/PIDS,MONTHLY,192,12,180,20.9,6.2
CHTP,TELECOM,PAS/PIDS,QUARTERLY,387,170,217,36.5,43.9
CHTP,TELECOM,RADIO,MONTHLY,10,3,7,20.0,30.0
CHTP,TELECOM,RADIO,QUARTERLY,1,0,1,97.0,0.0
CHTP,TELECOM,SDH/MPLS,QUARTERLY,2,1,1,-0.5,50.0
CHTP,TELECOM,SMPS,HALF YEARLY,2,2,0,-90.0,100.0
CHTP,TELECOM,SMPS,MONTHLY,19,5,14,15.9,26.3
CHTP,TELECOM,TELE ROUTER,QUARTERLY,4,2,2,107.5,50.0
CHTP,TELECOM,TELE SWITCH,QUARTERLY,4,2,2,107.5,50.0
CHTP,TELECOM,UPS,HALF YEARLY,2,2,0,-136.0,100.0
CHTP,TELECOM,UPS,MONTHLY,8,2,6,54.5,25.0
CHTP,TELECOM,UPS,YEARLY,5,5,0,-245.2,100.0
CIPK,AFC,AFC SWITCH,QUARTERLY,2,0,2,36.0,0.0
CIPK,AFC,EFO,QUARTERLY,2,0,2,8.0,0.0
CIPK,AFC,GATE,MONTHLY,63,35,28,7.5,55.6
CIPK,AFC,RCTM,BI-WEEKLY,2,0,2,82.0,0.0
CIPK,AFC,RCTM,MONTHLY,5,3,2,-0.4,60.0
CIPK,AFC,TOM,QUARTERLY,1,0,1,8.0,0.0
CIPK,AFC,TVM,BI-WEEKLY,3,0,3,71.0,0.0
CIPK,AFC,TVM,MONTHLY,18,12,6,-1.0,66.7
CIPK,TELECOM,CCTV,HALF YEARLY,35,9,26,-41.8,25.7
CIPK,TELECOM,CCTV,QUARTERLY,81,55,26,-20.0,67.9
CIPK,TELECOM,CCTV,YEARLY,2,2,0,-365.0,100.0
CIPK,TELECOM,CLOCK,HALF YEARLY,1,0,1,6.0,0.0
